Cliente_ID,Edad,Genero,Saldo,Activo,Nivel_de_Satisfaccion
852,39,Femenino,71967,Si,3
853,34,Femenino,5128,Si,5
854,20,Femenino,13043,No,5
855,75,Masculino,71569,Si,3
856,28,Masculino,13901,Si,1
857,51,Masculino,27585,Si,3
858,76,Masculino,78345,No,1
859,79,Femenino,61292,No,2
860,73,Femenino,18301,No,3
861,27,Masculino,92229,No,1
862,20,Masculino,9222,No,1
863,22,Masculino,20654,No,4
864,63,Masculino,69196,Si,3
865,40,Femenino,50922,No,1
866,25,desconocido,82325,No,3
867,78,Femenino,0,No,1
868,37,Masculino,53924,No,3
869,79,Masculino,80835,Si,3
870,35,Masculino,82314,Si,5
871,41,Femenino,5497,No,3
872,54,Femenino,42125,Si,5
873,54,desconocido,79614,Si,2
874,37,Femenino,48897,No,2
875,21,Femenino,96834,Si,1
876,45,Masculino,30056,No,5
877,49,Masculino,76619,Si,5
878,70,Masculino,44578,No,2
879,22,Femenino,26165,No,2
880,23,Masculino,71635,No,4
881,49,Femenino,91962,No,4
882,61,Femenino,92553,Si,5
883,49,Masculino,7759,No,2
884,43,desconocido,69566,Si,5
885,78,Femenino,42329,Si,3
886,37,Masculino,62845,No,3
887,54,Femenino,55028,No,1
888,19,Femenino,0,Si,3
889,34,Masculino,59305,Si,2
890,30,Masculino,68163,No,1
891,36,Femenino,80430,Si,1
892,69,Masculino,19793,No,5
893,58,Masculino,82860,No,1
894,35,Femenino,74426,No,2
895,61,Femenino,17671,Si,3
896,27,Femenino,54644,Si,4
897,55,Femenino,96214,Si,1
898,68,Masculino,7211,No,2
899,40,desconocido,52065,No,2
900,19,Femenino,29398,No,5
901,43,Femenino,96220,No,2
902,69,Femenino,74714,No,3
903,71,desconocido,13214,No,3
904,34,Femenino,36897,No,1
905,33,Masculino,33975,No,5
906,22,Masculino,0,No,2
907,50,Femenino,70610,No,3
908,60,desconocido,85842,No,3
909,18,Femenino,47122,No,3
910,26,Masculino,34940,No,2
911,78,Femenino,67523,No,4
912,28,Femenino,17709,No,1
913,49,desconocido,41629,No,3
914,49,Femenino,37943,Si,5
915,26,Masculino,43775,No,5
916,71,Femenino,77388,No,5
917,45,Masculino,37681,No,2
918,49,Femenino,59949,No,2
919,76,Masculino,88963,Si,4
920,55,Femenino,79871,Si,3
921,39,Masculino,81691,Si,3
922,65,Femenino,22679,No,3
923,68,Masculino,32188,Si,3
924,24,Femenino,39533,Si,1
925,74,Masculino,22958,No,1
926,45,Femenino,15270,Si,3
927,63,Masculino,96316,No,3
928,46,Masculino,0,Si,2
929,45,Masculino,70676,No,3
930,30,Femenino,20367,Si,3
931,48,Masculino,54808,Si,1
932,53,Femenino,0,No,3
933,56,Masculino,67070,Si,1
934,47,Masculino,37144,No,3
935,45,Femenino,83057,Si,2
936,26,Femenino,1088,Si,4
937,45,Femenino,81041,Si,2
938,18,Masculino,94551,No,2
939,32,Masculino,44898,No,3
940,53,Femenino,96340,Si,1
941,72,Femenino,42570,No,4
942,76,Masculino,22737,No,5
943,49,Femenino,44761,Si,5
944,56,desconocido,0,No,4
945,30,Femenino,62670,No,2
946,58,Femenino,85417,No,5
947,49,Femenino,35407,Si,2
948,70,Masculino,71460,No,1
949,35,Femenino,4324,No,4
950,18,desconocido,36760,Si,2
951,20,Femenino,9985,Si,3
952,49,Masculino,20420,No,3
953,70,Femenino,75186,No,1
954,32,Masculino,43963,Si,2
955,37,Femenino,43849,Si,3
956,38,Masculino,63703,Si,5
957,35,Masculino,33873,Si,5
958,56,Masculino,7882,No,3
959,48,Femenino,1314,No,5
960,60,Femenino,92274,Si,5
961,28,Masculino,86051,Si,1
962,47,Femenino,13717,No,1
963,42,Masculino,0,No,1
964,32,Masculino,75907,No,2
965,66,Femenino,55475,Si,2
966,53,Masculino,87829,Si,4
967,51,Femenino,82893,Si,4
968,21,Femenino,0,No,1
969,49,Femenino,76183,No,1
970,23,Masculino,88310,Si,3
971,54,Femenino,39588,No,1
972,40,Femenino,0,No,1
973,21,Femenino,97210,No,3
974,65,Masculino,88957,No,2
975,50,Femenino,0,No,5
976,49,Masculino,16157,Si,4
977,40,Femenino,58072,No,3
978,41,Masculino,62092,Si,1
979,34,Femenino,37072,No,1
980,25,Masculino,11638,No,1
981,45,Masculino,97188,Si,2
982,20,Femenino,0,No,3
983,37,Masculino,71099,No,3
984,54,Femenino,85536,Si,1
985,49,desconocido,50134,Si,1
986,23,Femenino,58955,No,1
987,33,Femenino,67186,No,3
988,57,Masculino,0,No,3
989,34,Femenino,99094,Si,4
990,53,Masculino,71447,No,5
991,46,desconocido,63185,Si,2
992,36,Masculino,24100,Si,5
993,28,Masculino,0,Si,1
994,49,Masculino,61714,No,3
995,49,Femenino,8162,No,4
996,31,Femenino,43981,No,3
997,61,Masculino,80051,No,2
998,49,Femenino,4919,No,1
999,49,Masculino,0,No,1
1000,49,Masculino,60636,Si,2
1001,63,Femenino,97414,No,2
1002,23,desconocido,51903,No,2
1003,29,Masculino,5630,Si,3
1004,27,Masculino,57855,No,3
1005,75,Femenino,11133,No,2
1006,50,Masculino,29406,Si,5
1007,67,Femenino,12004,No,3
1008,18,Femenino,99863,Si,1
1009,76,Femenino,90362,No,3
1010,56,Femenino,88144,Si,4
1011,51,Femenino,60519,Si,3
1012,31,Femenino,13529,No,3
1013,75,Masculino,0,Si,3
1014,49,Masculino,36579,Si,4
1015,60,Femenino,64113,Si,5
1016,79,Masculino,0,No,4
1017,54,Femenino,0,Si,1
1018,31,Femenino,20304,Si,3
1019,35,Masculino,95530,No,5
1020,58,Femenino,0,No,3
1021,67,Masculino,67307,No,3
1022,71,Femenino,64523,Si,4
1023,57,Femenino,88018,Si,4
1024,38,Femenino,34601,Si,5
1025,53,Femenino,95207,Si,5
1026,22,desconocido,8010,No,2
1027,39,Masculino,22498,No,3
1028,64,Masculino,2051,No,5
1029,74,Masculino,29934,No,5
1030,73,Femenino,75979,Si,5
1031,20,Femenino,94316,No,2
1032,74,Femenino,0,No,4
1033,39,Masculino,9877,Si,1
1034,79,Femenino,60060,No,1
1035,59,Masculino,62451,Si,2
1036,79,Femenino,81014,Si,4
1037,49,Masculino,26157,No,4
1038,34,Femenino,25387,Si,5
1039,52,Femenino,58602,No,5
1040,54,Femenino,73905,No,2
1041,26,Femenino,58030,Si,3
1042,49,Masculino,93410,No,5
1043,66,Femenino,50319,No,5
1044,33,Femenino,93858,Si,1
1045,69,Femenino,0,Si,3
1046,41,desconocido,0,No,5
1047,63,Masculino,10090,No,4
1048,38,Femenino,76167,No,3
1049,33,Femenino,49007,No,2
1050,19,desconocido,35025,Si,4
1051,30,Masculino,0,No,2
1052,41,Femenino,43703,No,1
1053,70,Femenino,42971,No,3
1054,38,Femenino,73612,No,2
1055,49,Masculino,0,No,3
1056,26,Femenino,67278,No,1
1057,49,Femenino,84224,Si,1
1058,38,Masculino,46249,No,5
1059,71,Femenino,87148,Si,1
1060,73,Masculino,4721,No,3
1061,49,Femenino,61758,No,4
1062,24,Femenino,12792,No,2
1063,72,Masculino,73473,Si,1
1064,55,Femenino,69283,Si,1
1065,25,Masculino,43488,No,5
1066,60,Masculino,25910,No,5
1067,41,desconocido,1080,Si,3
1068,48,Femenino,38953,Si,2
1069,74,Femenino,0,No,3
1070,79,Masculino,99518,Si,1
1071,75,Masculino,56933,Si,3
1072,49,Masculino,29121,No,4
1073,56,Masculino,46940,Si,4
1074,64,Masculino,72427,Si,1
1075,55,Masculino,82594,Si,5
1076,69,Masculino,77110,No,3
1077,37,Masculino,49041,Si,4
1078,20,Masculino,52263,No,3
1079,73,desconocido,89561,Si,3
1080,49,Femenino,51565,Si,4
1081,69,Masculino,54596,No,5
1082,78,Femenino,88753,Si,2
1083,36,Femenino,79404,No,1
1084,48,Masculino,37916,No,5
1085,29,Femenino,77930,No,4
1086,19,Femenino,68545,No,3
1087,75,Femenino,75277,No,4
1088,49,Femenino,0,Si,4
1089,32,Femenino,12987,No,2
1090,21,Femenino,89853,Si,3
1091,52,Femenino,2862,No,1
1092,64,Masculino,92379,Si,3
1093,69,Masculino,75046,Si,1
1094,28,Femenino,57582,No,2
1095,56,Masculino,90744,No,3
1096,24,Masculino,69895,No,4
1097,70,Femenino,1227,No,4
1098,47,Femenino,92598,Si,1
1099,25,Femenino,0,Si,5
1100,61,Masculino,95656,No,5
1101,25,Femenino,9639,Si,3
1102,29,Femenino,31134,Si,2
1103,45,Masculino,57884,Si,2
1104,19,Masculino,31043,Si,4
1105,24,Femenino,70147,No,4
1106,39,Femenino,19635,No,2
1107,24,Femenino,58952,No,4
1108,38,Femenino,0,Si,5
1109,24,Masculino,21691,Si,4
1110,29,Masculino,76905,No,5
1111,69,Femenino,48294,No,4
1112,71,Femenino,6424,Si,5
1113,36,Masculino,34237,No,3
1114,75,Masculino,81796,No,1
1115,24,Masculino,12199,No,2
1116,45,Masculino,17903,Si,4
1117,61,Masculino,75230,No,3
1118,49,Femenino,37353,No,5
1119,71,Masculino,83496,Si,4
1120,76,Femenino,46371,Si,3
1121,20,Femenino,83598,Si,4
1122,44,Masculino,37276,No,4
1123,72,Masculino,78831,No,3
1124,73,Masculino,79349,Si,3
1125,36,Femenino,12159,No,2
1126,67,desconocido,12133,Si,4
1127,49,Masculino,83381,Si,2
1128,21,Masculino,61911,No,5
1129,45,Masculino,38541,No,3
1130,51,Femenino,26336,No,2
1131,18,Masculino,24284,No,3
1132,49,Masculino,57887,No,2
1133,41,desconocido,80753,No,1
1134,26,Femenino,18508,Si,1
1135,32,Femenino,86845,No,4
1136,49,Masculino,79651,Si,1
1137,71,Femenino,9513,Si,3
1138,59,Masculino,58318,Si,2
1139,78,Masculino,3303,No,5
1140,55,Femenino,62958,No,4
1141,57,Masculino,86782,Si,5
1142,31,Femenino,76277,Si,4
1143,45,desconocido,22399,Si,2
1144,33,Femenino,90039,No,4
1145,27,desconocido,0,No,2
1146,30,Femenino,0,Si,5
1147,55,Femenino,48168,Si,5
1148,41,Masculino,32561,No,2
1149,77,Masculino,76573,Si,5
1150,49,Femenino,71501,No,1
1151,49,Femenino,0,No,4
1152,31,desconocido,51260,No,3
1153,61,Masculino,67120,No,5
1154,34,Femenino,73899,Si,2
1155,70,Masculino,37779,No,3
1156,30,Masculino,51140,No,4
1157,54,Femenino,43456,No,1
1158,36,Femenino,86001,No,3
1159,63,Femenino,44479,Si,5
1160,60,Femenino,5854,Si,1
1161,49,Masculino,6001,Si,4
1162,18,Masculino,23793,Si,1
1163,49,Femenino,50205,No,2
1164,37,Masculino,9893,No,3
1165,33,Masculino,87163,No,2
1166,21,Femenino,19188,Si,5
1167,20,Femenino,66379,Si,2
1168,21,Masculino,9856,Si,3
1169,38,desconocido,8974,Si,2
1170,45,Masculino,72671,Si,3
1171,21,Masculino,0,No,3
1172,19,Masculino,31820,No,5
1173,74,Femenino,52463,Si,4
1174,26,Femenino,25645,No,5
1175,66,Femenino,67313,Si,3
1176,64,Masculino,99538,No,1
1177,49,desconocido,33742,No,2
1178,75,Femenino,32055,Si,3
1179,35,Masculino,69666,Si,5
1180,76,Femenino,53509,No,1
1181,51,Femenino,78643,No,5
1182,55,Femenino,97754,No,1
1183,51,desconocido,45158,No,1
1184,47,Femenino,41136,Si,4
1185,44,desconocido,17632,No,4
1186,36,Masculino,81294,No,3
1187,72,Femenino,20797,No,1
1188,49,Femenino,28854,Si,4
1189,56,Femenino,94558,Si,1
1190,61,Femenino,45767,No,2
1191,38,Masculino,6314,No,3
1192,44,Masculino,99364,No,3
1193,77,Masculino,57644,No,5
1194,48,Masculino,77476,No,5
1195,49,desconocido,61917,No,4
1196,49,Femenino,27940,No,2
1197,49,Femenino,40207,No,3
1198,42,Masculino,19246,Si,4
1199,38,Femenino,96287,No,2
1200,19,Femenino,38651,Si,3
1201,48,Femenino,98532,Si,3
1202,33,Femenino,52180,Si,1
1203,41,Masculino,94638,No,2
1204,39,Femenino,77347,No,1
1205,77,Femenino,28785,No,2
1206,73,Masculino,2581,Si,1
1207,39,Femenino,60304,No,1
1208,38,Masculino,71447,Si,3
1209,69,Femenino,69903,No,3
1210,19,Masculino,58521,Si,1
1211,36,Femenino,22587,No,3
1212,63,Femenino,68042,No,3
1213,75,Femenino,17210,No,2
1214,29,Femenino,40089,No,5
1215,49,Masculino,13720,No,5
1216,50,Masculino,0,Si,5
1217,27,Masculino,68135,Si,5
1218,76,Masculino,51122,Si,4
1219,67,Femenino,77140,No,5
1220,46,Femenino,49384,No,1
1221,68,Femenino,25059,No,2
1222,54,Masculino,2132,No,3
1223,44,Masculino,21501,No,3
1224,45,desconocido,15893,Si,3
1225,42,Masculino,5666,Si,2
1226,34,Femenino,65171,Si,3
1227,62,desconocido,75162,Si,3
1228,47,desconocido,0,No,3
1229,44,Masculino,93763,No,2
1230,76,Femenino,40965,No,2
1231,40,desconocido,54803,Si,3
1232,30,Femenino,91116,Si,1
1233,69,Masculino,97802,Si,4
1234,70,Femenino,83456,Si,4
1235,79,Femenino,0,No,4
1236,54,Masculino,30936,No,4
1237,49,Masculino,15706,Si,1
1238,36,Femenino,30935,No,2
1239,49,Femenino,24561,Si,3
1240,49,Masculino,22844,No,2
1241,38,Femenino,47238,No,1
1242,61,Masculino,91491,No,3
1243,27,Femenino,30427,No,3
1244,19,Femenino,0,Si,1
1245,49,Masculino,57584,No,3
1246,72,Masculino,33028,Si,2
1247,49,Masculino,2846,No,2
1248,29,Femenino,0,No,1
1249,52,Masculino,61010,No,3
1250,56,Masculino,17872,No,1
1251,49,Masculino,59494,No,3
1252,21,Masculino,52551,Si,2
1253,60,Femenino,57343,No,1
1254,78,Femenino,0,No,1
1255,40,Femenino,10356,No,2
1256,49,Masculino,94865,Si,3
1257,24,Masculino,60980,No,3
1258,38,Femenino,95815,Si,2
1259,54,Femenino,51176,No,3
1260,46,Masculino,85152,Si,4
1261,67,Masculino,69926,Si,4
1262,30,Femenino,36206,No,5
1263,31,Masculino,24942,No,1
1264,56,Masculino,74310,No,3
1265,59,Masculino,51540,No,4
1266,62,Masculino,74669,Si,3
1267,37,Masculino,27083,No,3
1268,63,Femenino,93634,No,2
1269,68,Femenino,40655,Si,4
1270,32,Femenino,61277,No,3
1271,77,Masculino,74958,No,2
1272,49,Masculino,20891,Si,2
1273,53,Femenino,69889,No,3
1274,74,Femenino,60767,Si,4
1275,68,Femenino,83551,No,2
1276,76,desconocido,19754,No,1
1277,45,Femenino,68705,No,3
1278,73,Femenino,5651,No,2
1279,67,Femenino,54260,Si,2
1280,18,Femenino,58902,Si,1
1281,69,Masculino,67221,Si,3
1282,32,Femenino,24245,No,2
1283,69,Masculino,20175,No,5
1284,31,Femenino,47585,Si,3
1285,35,Masculino,39351,No,5
1286,57,Masculino,8593,Si,5
1287,50,Masculino,92959,No,3
1288,55,Masculino,49287,No,4
1289,38,Masculino,28306,Si,1
1290,65,Femenino,56895,No,1
1291,55,desconocido,87966,No,5
1292,49,Femenino,41675,Si,3
1293,44,Femenino,46111,Si,4
1294,29,Masculino,74604,Si,1
1295,30,desconocido,13334,No,3
1296,54,Femenino,57159,Si,2
1297,68,Masculino,56854,No,4
1298,36,Femenino,36669,No,3
1299,66,Masculino,97168,Si,5
1300,50,desconocido,18306,Si,1
1301,78,Masculino,50631,No,2
1302,33,Femenino,98976,No,1
1303,70,Femenino,15069,Si,2
1304,49,Femenino,94629,No,3
1305,33,Femenino,7090,No,3
1306,32,Masculino,79707,Si,3
1307,19,Masculino,33279,No,5
1308,27,desconocido,29863,No,3
1309,41,Femenino,70629,Si,2
1310,46,Masculino,0,No,3
1311,54,Femenino,1106,No,1
1312,49,Masculino,26148,Si,2
1313,65,Femenino,59847,No,4
1314,26,desconocido,29629,No,5
1315,49,Masculino,69033,No,3
1316,76,Masculino,64860,Si,1
1317,26,Masculino,21745,No,3
1318,31,Femenino,99100,No,4
1319,49,Femenino,0,Si,4
1320,51,Femenino,92797,No,2
1321,49,Masculino,95165,No,5
1322,29,desconocido,31325,Si,3
1323,62,Femenino,81647,No,4
1324,28,Femenino,16268,Si,1
1325,68,Femenino,35315,No,2
1326,42,Masculino,77841,Si,2
1327,45,Masculino,96673,No,4
1328,18,Masculino,42247,Si,2
1329,39,Masculino,63727,Si,3
1330,31,Femenino,73800,Si,4
1331,70,desconocido,70776,No,2
1332,19,Masculino,6005,Si,1
1333,25,Masculino,74126,No,4
1334,63,Femenino,49818,Si,4
1335,64,Masculino,76693,Si,4
1336,58,Femenino,44192,Si,5
1337,60,Femenino,82785,Si,5
1338,65,Femenino,15614,Si,1
1339,76,Femenino,9646,Si,1
1340,38,Masculino,65136,No,1
1341,42,Femenino,49054,Si,3
1342,22,Femenino,93012,Si,4
1343,71,Masculino,76450,No,3
1344,73,Masculino,79352,Si,2
1345,67,desconocido,36791,No,4
1346,67,Masculino,79735,Si,1
1347,78,Femenino,0,No,1
1348,52,Femenino,88365,Si,5
1349,48,Masculino,31084,No,1
1350,33,desconocido,55486,No,5
1351,26,Femenino,0,No,3
1352,59,Femenino,94018,No,3
1353,29,Masculino,14328,Si,3
1354,43,Femenino,39227,No,4
1355,67,Femenino,72419,Si,2
1356,52,desconocido,0,Si,5
1357,26,Masculino,6209,No,4
1358,41,Masculino,83183,Si,3
1359,21,Femenino,77900,No,3
1360,67,Masculino,0,Si,1
1361,60,Masculino,20979,Si,2
1362,69,Masculino,47999,No,2
1363,56,Masculino,13067,No,3
1364,19,Masculino,63752,No,2
1365,47,Femenino,4763,No,2
1366,21,Femenino,16433,No,2
1367,69,Masculino,73243,No,2
1368,35,Femenino,41070,No,2
1369,31,Masculino,80813,Si,5
1370,70,Masculino,64262,Si,5
1371,43,Femenino,64513,No,3
1372,29,Femenino,0,No,3
1373,49,Femenino,4967,No,5
1374,68,Masculino,37425,Si,3
1375,59,Masculino,5468,No,4
1376,58,desconocido,6439,Si,1
1377,32,Femenino,0,No,4
1378,28,Femenino,60675,No,1
1379,72,Masculino,87006,Si,3
1380,29,Femenino,3463,Si,3
1381,45,Femenino,25812,Si,1
1382,22,Femenino,0,Si,1
1383,68,Femenino,64810,No,1
1384,58,Masculino,7564,No,1
1385,73,Femenino,62508,No,4
1386,50,Masculino,15427,No,3
1387,46,Femenino,0,Si,5
1388,49,Femenino,15789,Si,4
1389,51,Masculino,0,No,1
1390,35,Masculino,82659,No,4
1391,41,Femenino,70982,Si,2
1392,21,desconocido,98345,No,5
1393,37,desconocido,0,Si,5
1394,64,Masculino,32832,No,2
1395,36,Masculino,7380,No,2
1396,50,Masculino,5372,Si,3
1397,65,Femenino,30603,Si,4
1398,75,Femenino,0,Si,2
1399,49,Masculino,37299,No,2
1400,59,Femenino,67078,No,3
1401,52,Femenino,20144,Si,2
1402,31,Masculino,93035,Si,2
1403,67,Masculino,86567,Si,4
1404,49,Masculino,80424,No,4
1405,32,Femenino,45278,No,1
1406,29,Masculino,36791,Si,4
1407,52,Masculino,16192,Si,4
1408,58,Femenino,95770,Si,3
1409,56,Femenino,0,Si,4
1410,38,Masculino,86942,No,2
1411,51,Masculino,89670,No,1
1412,52,Masculino,31106,Si,1
1413,58,Masculino,0,Si,1
1414,58,Femenino,25950,No,5
1415,78,Masculino,11294,No,1
1416,58,Masculino,3606,No,3
1417,79,Masculino,88577,No,5
1418,49,Femenino,2343,Si,2
1419,50,Femenino,39275,Si,3
1420,25,desconocido,80543,Si,3
1421,49,Femenino,31259,Si,1
1422,49,Femenino,46316,Si,4
1423,53,Masculino,45903,Si,5
1424,55,Masculino,78818,No,4
1425,55,Masculino,0,No,5
1426,64,desconocido,92524,Si,5
1427,69,Femenino,62820,No,5
1428,32,Masculino,36597,Si,5
1429,26,Masculino,39027,No,5
1430,35,Masculino,56584,Si,1
1431,78,Femenino,83489,No,4
1432,48,desconocido,28200,Si,1
1433,37,Masculino,0,Si,3
1434,19,Femenino,97277,Si,4
1435,56,desconocido,10555,Si,5
1436,40,Masculino,13737,Si,3
1437,78,Femenino,0,Si,1
1438,52,Masculino,39154,Si,5
1439,36,Masculino,0,Si,3
1440,70,Masculino,72179,No,4
1441,35,desconocido,98117,Si,5
1442,74,Femenino,97417,Si,5
1443,41,Masculino,50081,Si,3
1444,34,Femenino,64860,Si,5
1445,28,Masculino,72884,Si,3
1446,62,Masculino,16376,No,5
1447,69,desconocido,35996,Si,2
1448,64,Masculino,10445,No,5
1449,72,Masculino,82358,No,4
1450,18,Femenino,72177,No,5
1451,49,Masculino,13503,No,2
1452,69,Femenino,92151,Si,4
1453,52,Femenino,18994,No,1
1454,41,Masculino,0,Si,3
1455,42,Masculino,26264,No,3
1456,76,Femenino,27360,No,2
1457,49,Femenino,9095,Si,4
1458,49,Femenino,94815,No,1
1459,74,Masculino,41157,No,5
1460,38,Femenino,66373,Si,2
1461,69,Masculino,83473,No,4
1462,64,Femenino,0,Si,3
1463,24,Masculino,21503,No,4
1464,74,Masculino,30466,Si,1
1465,60,Masculino,73271,Si,5
1466,27,Femenino,0,No,5
1467,33,Femenino,7425,No,5
1468,23,Masculino,12182,Si,3
1469,51,desconocido,52843,Si,1
1470,66,Femenino,35004,No,3
1471,28,Femenino,12720,No,3
1472,69,desconocido,9962,No,5
1473,64,Masculino,0,No,5
1474,38,Masculino,0,No,4
1475,77,Femenino,91580,Si,4
1476,33,Femenino,0,No,3
1477,73,Femenino,97551,Si,3
1478,57,Masculino,52078,No,2
1479,65,Masculino,0,No,5
1480,77,Femenino,23779,No,1
1481,23,Masculino,72790,No,1
1482,62,Femenino,80980,Si,2
1483,49,Femenino,0,Si,2
1484,27,Masculino,28351,No,1
1485,61,Femenino,74619,Si,3
1486,49,Femenino,45726,No,3
1487,49,Femenino,60317,No,1
1488,29,Masculino,66362,Si,4
1489,72,Masculino,17792,Si,5
1490,49,desconocido,83591,No,3
1491,69,Femenino,45042,No,4
1492,68,desconocido,38493,No,3
1493,72,Masculino,95413,No,5
1494,48,Femenino,6384,Si,4
1495,39,Masculino,53881,Si,5
1496,52,Femenino,7479,No,3
1497,55,Masculino,0,No,1
1498,44,desconocido,33559,Si,3
1499,49,Femenino,12552,No,2
1500,39,Femenino,27841,Si,5
1501,59,Femenino,81368,Si,3
1502,37,Masculino,78495,Si,5
1503,38,Masculino,78622,No,4
1504,65,Masculino,8421,No,4
1505,18,Femenino,53073,Si,2
1506,74,desconocido,97139,No,4
1507,19,Masculino,0,Si,5
1508,56,Femenino,84600,No,2
1509,43,Masculino,49191,No,4
1510,36,Masculino,13408,No,3
1511,26,Masculino,68406,Si,3
1512,74,Masculino,14786,No,5
1513,60,Femenino,41429,Si,3
1514,20,Femenino,26423,Si,3
1515,65,Masculino,62398,No,3
1516,57,desconocido,85086,No,4
1517,29,Femenino,66660,No,3
1518,77,Masculino,54726,Si,3
1519,48,Masculino,65334,Si,4
1520,49,Femenino,79951,No,3
1521,41,Femenino,99128,No,1
1522,69,Masculino,51078,No,1
1523,35,Femenino,62599,Si,4
1524,60,Masculino,75127,Si,4
1525,38,Femenino,4530,No,1
1526,52,Masculino,22019,Si,1
1527,18,Masculino,61214,No,1
1528,64,Masculino,35240,No,3
1529,73,Masculino,7276,No,1
1530,49,Masculino,7094,Si,3
1531,27,Masculino,0,Si,3
1532,40,Masculino,83365,No,2
1533,77,Femenino,9445,Si,3
1534,49,Femenino,60010,Si,5
1535,47,Masculino,45440,No,2
1536,47,Femenino,66067,No,3
1537,68,Masculino,16523,No,3
1538,49,Femenino,99961,Si,3
1539,21,Masculino,99127,Si,2
1540,44,Masculino,31185,No,1
1541,27,Masculino,76361,No,4
1542,48,Masculino,40013,No,5
1543,36,Masculino,61906,No,3
1544,62,Masculino,32333,No,1
1545,76,Masculino,0,Si,2
1546,32,Masculino,29292,Si,2
1547,68,Femenino,30107,Si,3
1548,49,Masculino,29558,Si,1
1549,58,desconocido,45346,Si,4
1550,29,Femenino,22966,No,4
1551,70,Masculino,0,No,3
1552,39,Masculino,47065,No,5
1553,38,Masculino,32975,No,5
1554,34,Femenino,84703,No,4
1555,74,Femenino,93795,Si,3
1556,78,Masculino,5528,Si,4
1557,78,Masculino,21127,Si,4
1558,35,Femenino,58768,No,5
1559,64,desconocido,71939,No,2
1560,42,Femenino,45427,Si,2
1561,31,Femenino,33518,No,4
1562,31,Femenino,50610,Si,1
1563,72,Masculino,0,No,5
1564,35,Masculino,2181,Si,3
1565,29,Masculino,10965,No,3
1566,22,Femenino,26821,Si,5
1567,35,Femenino,56775,No,3
1568,49,Masculino,99858,Si,3
1569,32,Masculino,0,Si,1
1570,49,Femenino,47812,No,4
1571,50,Masculino,37019,Si,1
1572,52,Femenino,34911,Si,3
1573,43,Masculino,21415,Si,4
1574,49,Femenino,0,No,3
1575,49,desconocido,10351,Si,4
1576,28,Masculino,0,Si,1
1577,20,Femenino,68958,No,3
1578,49,Femenino,47502,Si,1
1579,79,Femenino,14245,No,2
1580,49,Masculino,26135,Si,3
1581,22,Masculino,54724,No,5
1582,29,Femenino,63358,No,4
1583,74,Masculino,79714,No,1
1584,76,Masculino,45250,Si,1
1585,48,Femenino,31411,No,4
1586,38,Masculino,7818,No,5
1587,43,Masculino,22707,No,4
1588,34,Femenino,85727,No,2
1589,41,Masculino,78953,No,3
1590,37,Masculino,0,No,5
1591,31,Masculino,67947,Si,2
1592,56,Masculino,35833,Si,1
1593,49,Femenino,23258,Si,3
1594,49,Masculino,25651,No,2
1595,53,Femenino,12032,No,2
1596,62,Masculino,90526,No,1
1597,70,Femenino,56665,No,5
1598,29,Femenino,33797,No,3
1599,46,Masculino,67508,No,3
1600,54,desconocido,2332,No,5
1601,62,Femenino,37574,No,2
1602,79,Femenino,81806,No,4
1603,60,Masculino,0,No,3
1604,55,desconocido,84707,Si,3
1605,66,desconocido,18918,No,5
1606,38,Femenino,0,Si,2
1607,49,Masculino,66426,Si,3
1608,26,Femenino,92365,No,4
1609,75,desconocido,2144,Si,5
1610,59,Masculino,0,Si,5
1611,45,Masculino,0,Si,1
1612,58,Femenino,40660,No,3
1613,32,Masculino,36405,No,1
1614,31,Femenino,57252,No,4
1615,64,Masculino,30274,Si,1
1616,38,Femenino,39080,Si,4
1617,49,Femenino,13681,No,3
1618,43,Femenino,49586,No,5
1619,19,Masculino,95311,No,3
1620,76,desconocido,57314,Si,3
1621,66,Masculino,31183,No,3
1622,52,Femenino,24344,Si,5
1623,69,Masculino,29446,No,5
1624,34,Masculino,72231,Si,2
1625,75,Masculino,23301,Si,4
1626,33,Femenino,92795,No,1
1627,18,Femenino,52246,No,3
1628,22,Femenino,4898,No,3
1629,77,Femenino,37522,No,2
1630,19,Femenino,98764,No,2
1631,48,Femenino,42116,Si,2
1632,58,desconocido,55124,Si,2
1633,18,Femenino,0,No,5
1634,28,Femenino,0,No,3
1635,22,Masculino,48328,Si,3
1636,70,desconocido,55977,Si,4
1637,47,Femenino,90815,No,3
1638,26,Femenino,5846,No,3
1639,73,Femenino,53263,Si,2
1640,41,desconocido,95015,No,1
1641,68,Femenino,81514,No,5
1642,27,Masculino,48086,No,2
1643,65,Masculino,0,No,1
1644,68,Femenino,42465,Si,3
1645,30,Femenino,97092,No,5
1646,50,Masculino,50204,No,4
1647,18,Masculino,0,No,4
1648,31,Masculino,18848,Si,5
1649,40,Femenino,98638,Si,5
1650,23,desconocido,4752,No,3
1651,54,Femenino,25489,Si,3
1652,49,Masculino,99643,No,5
1653,50,Masculino,0,No,5
1654,63,Masculino,43735,No,2
1655,73,Masculino,0,No,3
1656,28,Masculino,87770,Si,5
1657,49,Masculino,69550,Si,3
1658,42,Femenino,87783,No,4
1659,79,Masculino,77070,Si,3
1660,69,Femenino,0,Si,1
1661,58,Masculino,26503,Si,4
1662,77,Masculino,24433,No,1
1663,60,Femenino,52718,No,1
1664,65,Masculino,68318,Si,4
